,1,2,3,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,Search Volume,KW Density ,+KWs,Old H1,New Header (H1),Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Date Published ,New URL ,Notes,PSD,Des. URL,Notes,Dev. URL,map_id,map_data,meta_tag,H1_tag,Extracted Text,Meta_Link,H1_Link,H1_id,H1_com,Meta_id,Meta_com,H1_Updated_DB,Meta_Updated_DB
197,,,Emerging Phone Scams Capable of Evading Email Security,,,Existing Page,https://guardiandigital.com/resources/blog/emerging-phone-scams-evading-email-security,,,,,,,Emerging Phone Scams Capable of Evading Email Security,Email Security Intelligence - Emerging Phone Scams Capable of Evading Email Security,Emerging Phone Scams Capable of Evading Email Security.,Emerging Phone Scams Capable of Evading Email Security,54,https://guardiandigital.com/resources/blog/emerging-phone-scams-evading-email-security,"Emerging Phone Scams Capable of Evading Email Security - This versatility is why a device is found in nearly everyone &#039;s pocket in the modern world. With this prevalence, the phone has turned into its own mobile-desktop, allowing for internet access, banking, emailing and more. Any device with a collection of private information is bound to attract...",Get email security tips from Guardian Digital today! Check out our post titled Emerging Phone Scams Capable of Evading Email Security and contact us today!,155,,,,,,,,,,,,199,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,emerging-phone-scams-evading-email-security,index.php?option=com_content&view=article&id=338,index.php?option=com_content&view=article&id=338,338,w5zxq_content,338,w5zxq_content,True,True
198,,,Encryption: An Essential Yet Highly Controversial Component of Digital Security,,,Existing Page,https://guardiandigital.com/resources/blog/encryption-an-essential-yet-highly-controversial-component-of-digital-security,,,,,,,Encryption: An Essential Yet Highly Controversial Component of Digital Security,Email Security Intelligence - Encryption: An Essential Yet Highly Controversial Component of Digital Security,Encryption: An Essential Yet Highly Controversial Component of Digital Security,Digital Security: The Controversy of Encryption,47,https://guardiandigital.com/resources/blog/encryption-an-essential-yet-highly-controversial-component-of-digital-security,"Encryption: An Essential Yet Highly Controversial Component of Digital Security - Governments have been trying for years to require that companies build backdoors, or deliberate weaknesses in encryption intended to provide easy access to encrypted data, into encrypted software and technology, arguing that unbroken encryption makes criminal investigations too difficult. The...",Get email security tips from Guardian Digital today! Check out our post: Encryption: An Essential Yet Highly Controversial Component of Digital Security!,153,,,,,,,,,,,,200,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,encryption-an-essential-yet-highly-controversial-component-of-digital-security,index.php?option=com_content&view=article&id=78,index.php?option=com_content&view=article&id=78,78,w5zxq_content,78,w5zxq_content,True,True
199,,,Behind the Shield: EnGarde Cloud Email Security Explained,,,Existing Page,https://guardiandigital.com/resources/blog/engarde-cloud-email-security-explained,,,,,,,Behind the Shield: EnGarde Cloud Email Security Explained,Email Security Intelligence - Behind the Shield: EnGarde Cloud Email Security Explained,Behind the Shield: EnGarde Cloud Email Security Explained.,Behind the Shield: EnGarde Cloud Email Security Explained,57,https://guardiandigital.com/resources/blog/engarde-cloud-email-security-explained,"Behind the Shield: EnGarde Cloud Email Security Explained - Static, single-layered defenses - like those built into Microsoft 365 and Google Workspace - are no longer effective in combating today’s advanced attacks. This article will explore the inner workings of Guardian Digital EnGarde Cloud Email Security - an innovative, full-managed supplementary...",Get email security tips from Guardian Digital today! Check out our post titled Behind the Shield: EnGarde Cloud Email Security Explained!,137,,,,,,,,,,,,201,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,engarde-cloud-email-security-explained,index.php?option=com_content&view=article&id=159,index.php?option=com_content&view=article&id=159,159,w5zxq_content,159,w5zxq_content,True,True
200,,,EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 365,,,Existing Page,https://guardiandigital.com/resources/blog/engarde-cloud-email-security-the-logical-solution-to-cyber-risk-in-office-365,,,,,,,EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 365,Email Security Intelligence - EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 365,EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 366,EnGarde Cloud Email Security: Your Microsoft 365 Solution,57,https://guardiandigital.com/resources/blog/engarde-cloud-email-security-the-logical-solution-to-cyber-risk-in-office-365,"EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 365 - Catering to businesses of all sizes in all industries with various subscription plans, Microsoft 365 now has nearly 300 million users active subscribers and the platform experienced a remarkable 21% growth of users in 2020. Naturally, cyber criminals are deeply invested in compromising Microsoft...",Get email security tips from Guardian Digital! Check out our post titled EnGarde Cloud Email Security: The Logical Solution to Cyber Risk in Microsoft 365!,155,,,,,,,,,,,,202,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,engarde-cloud-email-security-the-logical-solution-to-cyber-risk-in-office-365,index.php?option=com_content&view=article&id=162,index.php?option=com_content&view=article&id=162,162,w5zxq_content,162,w5zxq_content,True,True
201,,,Is It Time to Consider Leaving Your Current Email Security Provider?,,,Existing Page,https://guardiandigital.com/resources/blog/evaluating-best-email-security-solution-provider,,,,,,,Is It Time to Consider Leaving Your Current Email Security Provider?,Email Security Intelligence - Is It Time to Consider Leaving Your Current Email Security Provider?,Is It Time to Consider Leaving Your Current Email Security Provider?,Is It Time to Leave Your Current Email Security Provider?,57,https://guardiandigital.com/resources/blog/evaluating-best-email-security-solution-provider,"Is It Time to Consider Leaving Your Current Email Security Provider? - Many third-party email security solutions on the market fall short in providing the level of protection required to defend against today’s advanced threats, leaving businesses susceptible to damaging cyber attacks and breaches. This article will explore whether your current email security provider...",Get the latest email security tips from Guardian Digital today! Check out our post: Is It Time to Consider Leaving Your Current Email Security Provider?,152,,,,,,,,,,,,203,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,evaluating-best-email-security-solution-provider,index.php?option=com_content&view=article&id=248,index.php?option=com_content&view=article&id=248,248,w5zxq_content,248,w5zxq_content,True,True
202,,,Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now,,,Existing Page,https://guardiandigital.com/resources/blog/exchange-servers-are-vulnerable-learn-how-to-secure-your-email-server-now,,,,,,,Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now,Email Security Intelligence - Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now,Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now,Learn How To Secure Your Email Server Now,41,https://guardiandigital.com/resources/blog/exchange-servers-are-vulnerable-learn-how-to-secure-your-email-server-now,"Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now - As recently as March 2, 2021, Microsoft released emergency security updates to mitigate four security holes in Exchange Server versions 2013 through 2019 that multiple APT and cyber espionage units were actively exploiting to steal email communications and gain total, remote control over the...",Check out our post titled Exchange Servers Are Vulnerable - Learn How To Secure Your Email Server Now and contact Guardian Digital today!,137,,,,,,,,,,,,204,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,exchange-servers-are-vulnerable-learn-how-to-secure-your-email-server-now,index.php?option=com_content&view=article&id=118,index.php?option=com_content&view=article&id=118,118,w5zxq_content,118,w5zxq_content,True,True
203,,,"FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware",,,Existing Page,https://guardiandigital.com/resources/blog/fbi-existing-cloud-email-protection-inadequate-against-phishing-ransomware,,,,,,,"FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware","Email Security Intelligence - FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware","FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware",FBI Warns: Current Cloud Email Protection Insufficient,54,https://guardiandigital.com/resources/blog/fbi-existing-cloud-email-protection-inadequate-against-phishing-ransomware,"FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware - More organizations than ever are migrating to cloud-based email - especially with many employees being asked to work from home in the midst of the current pandemic - and threat actors are keeping pace, directing more attacks than ever at Microsoft 365 and Google Workspace users than ever before....","Check out our post titled FBI: Existing Cloud Email Protection Inadequate Against Phishing, Ransomware and contact Guardian Digital today!",138,,,,,,,,,,,,205,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,fbi-existing-cloud-email-protection-inadequate-against-phishing-ransomware,index.php?option=com_content&view=article&id=94,index.php?option=com_content&view=article&id=94,94,w5zxq_content,94,w5zxq_content,True,True
204,,,FBI: The 2020 Presidential Election Is Under Attack by Email Scammers,,,Existing Page,https://guardiandigital.com/resources/blog/fbi-the-2020-presidential-election-is-under-attack-by-email-scammers,,,,,,,FBI: The 2020 Presidential Election Is Under Attack by Email Scammers,Email Security Intelligence - FBI: The 2020 Presidential Election Is Under Attack by Email Scammers,FBI: The 2020 Presidential Election Is Under Attack by Email Scammers,FBI Warns of Email Scammers Targeting 2020 Election,51,https://guardiandigital.com/resources/blog/fbi-the-2020-presidential-election-is-under-attack-by-email-scammers,"FBI: The 2020 Presidential Election Is Under Attack by Email Scammers - The FBI and CISA have warned: “Cybercriminals and malicious foreign actors are leveraging spoofed domains and email accounts to disseminate false information; gather valid usernames, passwords, and email addresses; collect personally identifiable information; and spread malware, leading to...",Get email security tips from Guardian Digital today! Check out our post titled FBI: The 2020 Presidential Election Is Under Attack by Email Scammers!,149,,,,,,,,,,,,206,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,fbi-the-2020-presidential-election-is-under-attack-by-email-scammers,index.php?option=com_content&view=article&id=142,index.php?option=com_content&view=article&id=142,142,w5zxq_content,142,w5zxq_content,True,True
205,,,Anatomy of a Fileless Malware Attack,,,Existing Page,https://guardiandigital.com/resources/blog/fileless-malware-anatomy-of-an-attack,,,,,,,Anatomy of a Fileless Malware Attack,Email Security Intelligence - Anatomy of a Fileless Malware Attack,Anatomy of a Fileless Malware Attack.,Anatomy of a Fileless Malware Attack,36,https://guardiandigital.com/resources/blog/fileless-malware-anatomy-of-an-attack,"Anatomy of a Fileless Malware Attack - This emerging email-borne threat may sound complex and confusing, but we're here to break it down for you. Let’s explore the anatomy of a fileless malware attack, and examine some measures that your business can take to avoid falling victim to this hidden threat. Watch: Step-by-Step Explanation of...",Get the latest email security tips from Guardian Digital today! Check out our post titled Anatomy of a Fileless Malware Attack and contact us today!,148,,,,,,,,,,,,207,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,fileless-malware-anatomy-of-an-attack,index.php?option=com_content&view=article&id=150,index.php?option=com_content&view=article&id=150,150,w5zxq_content,150,w5zxq_content,True,True
206,,,Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC),,,Existing Page,https://guardiandigital.com/resources/blog/gartner-research-confirms-default-email-security-is-insufficient-to-combat-bec,,,,,,,Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC),Email Security Intelligence - Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC),Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC),Gartner Confirms Default Email Security Inadequate for BEC,58,https://guardiandigital.com/resources/blog/gartner-research-confirms-default-email-security-is-insufficient-to-combat-bec,Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC) - Gartner’s research confirms that traditional methods of securing email like built-in Microsoft 365 and Google Workspace email protection are significantly limited in their ability to detect BEC attacks because of their fundamental architecture. This article will explore why BEC attacks are so...,Gartner Research Confirms Default Email Security Is Insufficient to Combat Business Email Compromise (BEC). Learn more about this topic here.,141,,,,,,,,,,,,208,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,gartner-research-confirms-default-email-security-is-insufficient-to-combat-bec,index.php?option=com_content&view=article&id=247,index.php?option=com_content&view=article&id=247,247,w5zxq_content,247,w5zxq_content,True,True
207,,,Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2023,,,Existing Page,https://guardiandigital.com/resources/blog/gartner-reveals-cybersecurity-predictions-for-2023,,,,,,,Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2023,Email Security Intelligence - Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2023,Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2024,Guardian Digitals Take on Gartners 2023 Cyber Predictions,57,https://guardiandigital.com/resources/blog/gartner-reveals-cybersecurity-predictions-for-2023,"Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2023 - Amidst the ongoing Russia-Ukraine war and the continuing economic uncertainty, businesses need to be prepared for an increase in both the prevalence and sophistication of cyber attacks, over 90% of which begin with a phishing email. A successful cyber attack or data breach can have severe and...",A successful cyberattack or data breach can have severe consquences. Read 'Guardian Digital Perspective on Gartner’s Top Cyber Predictions for 2023' here.,154,,,,,,,,,,,,209,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,gartner-reveals-cybersecurity-predictions-for-2023,index.php?option=com_content&view=article&id=323,index.php?option=com_content&view=article&id=323,323,w5zxq_content,323,w5zxq_content,True,True
208,,,Guard Your Email Accounts Against Today’s Most Dangerous Threats,,,Existing Page,https://guardiandigital.com/resources/blog/guard-your-email-accounts-against-today-s-most-dangerous-threats,,,,,,,Guard Your Email Accounts Against Today’s Most Dangerous Threats,Email Security Intelligence - Guard Your Email Accounts Against Today’s Most Dangerous Threats,Guard Your Email Accounts Against Today’s Most Dangerous Threats,Protect Your Email from Todays Most Dangerous Threats,53,https://guardiandigital.com/resources/blog/guard-your-email-accounts-against-today-s-most-dangerous-threats,"Guard Your Email Accounts Against Today’s Most Dangerous Threats - As technology continues to become more advanced and prevalent in society, cyber attacks of every variety are a greater risk to both organizations and individuals. Cyber crime is becoming an increasingly large global business that threatens everyone. Business cyber crime increased by 63% in 2017...",Understand how to Guard Your Email Accounts Against Today’s Most Dangerous Threats by reading the article. Check more email security tips here.,143,,,,,,,,,,,,210,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guard-your-email-accounts-against-today-s-most-dangerous-threats,index.php?option=com_content&view=article&id=38,index.php?option=com_content&view=article&id=38,38,w5zxq_content,38,w5zxq_content,True,True
209,,,Guardian Digital and Mautic: A Dynamic Open-Source Duo,,,Existing Page,https://guardiandigital.com/resources/blog/guardian-digital-and-mautic-a-dynamic-open-source-duo,,,,,,,Guardian Digital and Mautic: A Dynamic Open-Source Duo,Email Security Intelligence - Guardian Digital and Mautic: A Dynamic Open-Source Duo,Guardian Digital and Mautic: A Dynamic Open-Source Duo.,Guardian Digital and Mautic: A Dynamic Open-Source Duo,54,https://guardiandigital.com/resources/blog/guardian-digital-and-mautic-a-dynamic-open-source-duo,Guardian Digital and Mautic: A Dynamic Open-Source Duo - Wreski and Friedel recognize many aspects of Guardian Digital’s core philosophy in Mautic. Both companies utilize open-source development to provide their customers with highly effective and agile solutions that can be easily tailored to meet businesses’ individual needs. The Open Source...,"Get the most updated email security news today! Read our featured article, 'Guardian Digital and Mautic: A Dynamic Open-Source Duo.'",132,,,,,,,,,,,,211,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guardian-digital-and-mautic-a-dynamic-open-source-duo,index.php?option=com_content&view=article&id=63,index.php?option=com_content&view=article&id=63,63,w5zxq_content,63,w5zxq_content,True,True
210,,,Guardian Digital Keeps its Customers Protected from Intel Design Flaw,,,Existing Page,https://guardiandigital.com/resources/blog/guardian-digital-keeps-its-customers-protected-from-intel-design-flaw,,,,,,,Guardian Digital Keeps its Customers Protected from Intel Design Flaw,Email Security Intelligence - Guardian Digital Keeps its Customers Protected from Intel Design Flaw,Guardian Digital Keeps its Customers Protected from Intel Design Flaw,Guardian Digital: Protects Customers from Intel Design Flaw,59,https://guardiandigital.com/resources/blog/guardian-digital-keeps-its-customers-protected-from-intel-design-flaw,"Guardian Digital Keeps its Customers Protected from Intel Design Flaw - Guardian Digital Protects Customers from Intel Design Flaw Guardian Digital was first made aware of these issues back in May, and since that time has been working with kernel engineers on the development of fixes to our entire network of secure mail servers, both physical and virtual. With the...","Get the most updated email security news today! Read our featured article, 'Guardian Digital Keeps its Customers Protected from Intel Design Flaw.'",147,,,,,,,,,,,,212,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guardian-digital-keeps-its-customers-protected-from-intel-design-flaw,index.php?option=com_content&view=article&id=31,index.php?option=com_content&view=article&id=31,31,w5zxq_content,31,w5zxq_content,True,True
211,,,Guardian Digital Mail Systems: Designed to be Secure Without Fail,,,Existing Page,https://guardiandigital.com/resources/blog/guardian-digital-mail-systems-designed-to-be-secure-without-fail,,,,,,,Guardian Digital Mail Systems: Designed to be Secure Without Fail,Email Security Intelligence - Guardian Digital Mail Systems: Designed to be Secure Without Fail,Guardian Digital Mail Systems: Designed to be Secure Without Fail,Guardian Digital Mail Systems: Secure and Reliable,50,https://guardiandigital.com/resources/blog/guardian-digital-mail-systems-designed-to-be-secure-without-fail,"Guardian Digital Mail Systems: Designed to be Secure Without Fail - When choosing an email security solution, people often consider the technology it utilizes and how this technology is implemented to provide protection against current email-related threats. These are critical aspects to take into account, given that organizations are dependent on email for...","Get the most updated email security news today! Read our featured article, 'Guardian Digital Mail Systems: Designed to be Secure Without Fail.'",143,,,,,,,,,,,,213,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guardian-digital-mail-systems-designed-to-be-secure-without-fail,index.php?option=com_content&view=article&id=43,index.php?option=com_content&view=article&id=43,43,w5zxq_content,43,w5zxq_content,True,True
212,,,Celebrating 20 Years of Revolutionizing Digital Security,,,Existing Page,https://guardiandigital.com/resources/blog/guardian-digitaltm-celebrates-20-years-of-revolutionizing-digital-security-securing-email-with-open-source,,,,,,,Celebrating 20 Years of Revolutionizing Digital Security,Email Security Intelligence - Celebrating 20 Years of Revolutionizing Digital Security,Celebrating 20 Years of Revolutionizing Digital Security.,Celebrating 20 Years of Revolutionizing Digital Security,56,https://guardiandigital.com/resources/blog/guardian-digitaltm-celebrates-20-years-of-revolutionizing-digital-security-securing-email-with-open-source,"Celebrating 20 Years of Revolutionizing Digital Security - June 4, 2019 - Midland Park, NJ - Guardian Digital, the premier open-source email security provider, is celebrating its 20th anniversary as a pioneer in the field of open-source email security. The company’s unique approach to securing business email accounts by leveraging the inherent benefits...","Get the most updated email security news today! Read our featured article, 'Celebrating 20 Years of Revolutionizing Digital Security.'",134,,,,,,,,,,,,214,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guardian-digitaltm-celebrates-20-years-of-revolutionizing-digital-security-securing-email-with-open-source,index.php?option=com_content&view=article&id=50,index.php?option=com_content&view=article&id=50,50,w5zxq_content,50,w5zxq_content,True,True
213,,,Complete Guide to Phishing for Businesses: What is Phishing? Protect Your Organization From Phishing Attacks,,,Existing Page,https://guardiandigital.com/resources/blog/guide-on-phishing,,,,,,,Complete Guide to Phishing for Businesses: What is Phishing? Protect Your Organization From Phishing Attacks,Email Security Intelligence - Complete Guide to Phishing for Businesses: What is Phishing? Protect Your Organization From Phishing Attacks,Complete Guide to Phishing for Businesses: What is Phishing? Protect Your Organization From Phishing Attacks,Business Guide: Understanding and Protecting from Phishing,58,https://guardiandigital.com/resources/blog/guide-on-phishing,"Complete Guide to Phishing for Businesses: What is Phishing? Protect Your Organization From Phishing Attacks - The attack often results in serious consequences for its victims, including loss of revenue, reputation, and even forcing some businesses to close permanently. In 2023, phishing is still on the rise, putting businesses and their employees at risk. This article will discuss why phishing is still...","A phishing attack often results in serious consequences for a business, including loss of revenue and damaged reputation. Learn more here.",138,,,,,,,,,,,,215,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,guide-on-phishing,index.php?option=com_content&view=article&id=244,index.php?option=com_content&view=article&id=244,244,w5zxq_content,244,w5zxq_content,True,True
214,,,Threat Actors Are Bypassing Your Email Security Solution. Here's How.,,,Existing Page,https://guardiandigital.com/resources/blog/hackers-bypassing-email-security-solution-here-is-how,,,,,,,Threat Actors Are Bypassing Your Email Security Solution. Here's How.,Email Security Intelligence - Threat Actors Are Bypassing Your Email Security Solution. Here's How.,Threat Actors Are Bypassing Your Email Security Solution. Here's How.,Bypassing Email Security: How Hackers Do It,43,https://guardiandigital.com/resources/blog/hackers-bypassing-email-security-solution-here-is-how,Threat Actors Are Bypassing Your Email Security Solution. Here's How. - Top Methods Used to Evade Email Security Solutions Social Engineering Social Engineering is a method of deception that is used in 98% of all cyber attacks that leverages personal and business context to establish trust and manipulate the victim into sharing sensitive information. These scams...,"Get the most updated email security news today! Read our featured article, 'Threat Actors Are Bypassing Your Email Security Solution. Here's How..'",147,,,,,,,,,,,,216,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,hackers-bypassing-email-security-solution-here-is-how,index.php?option=com_content&view=article&id=234,index.php?option=com_content&view=article&id=234,234,w5zxq_content,234,w5zxq_content,True,True
215,,,Hard vs Soft Email Bounces: The Differences and How to Avoid Them,,,Existing Page,https://guardiandigital.com/resources/blog/hard-vs-soft-email-bounces,,,,,,,Hard vs Soft Email Bounces: The Differences and How to Avoid Them,Email Security Intelligence - Hard vs Soft Email Bounces: The Differences and How to Avoid Them,Hard vs Soft Email Bounces: The Differences and How to Avoid Them,Hard vs Soft Email Bounces: Differences and Prevention,54,https://guardiandigital.com/resources/blog/hard-vs-soft-email-bounces,"Hard vs Soft Email Bounces: The Differences and How to Avoid Them - There are numerous reasons why an email bounces. It could be because of a typo in the email address, a full mailbox, or a DNS failure. Whatever the cause, you're going to want to get to the bottom of it. In this article we'll go into detail about the differences between email bounces, the reasons...","Get the most updated email security news today! Read our featured article, 'Hard vs Soft Email Bounces: The Differences and How to Avoid Them.'",143,,,,,,,,,,,,217,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,hard-vs-soft-email-bounces,index.php?option=com_content&view=article&id=346,index.php?option=com_content&view=article&id=346,346,w5zxq_content,346,w5zxq_content,True,True
216,,,Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams,,,Existing Page,https://guardiandigital.com/resources/blog/holiday-phishing-scams,,,,,,,Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams,Email Security Intelligence - Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams,Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams,Holiday Season Phishing Scams: Stay Alert,41,https://guardiandigital.com/resources/blog/holiday-phishing-scams,"Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams - A successful attack is guaranteed to put a damper on your company’s holiday cheer with severe consequences including financial loss, data theft, reputation damage and significant downtime or worse - permanent business closure. To help keep your holiday season merry, bright, productive and...","Get the most updated email security news today! Read our article, 'Keep the Holidays Merry & Bright - Beware of These Sneaky Seasonal Phishing Scams.'",150,,,,,,,,,,,,218,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,holiday-phishing-scams,index.php?option=com_content&view=article&id=152,index.php?option=com_content&view=article&id=152,152,w5zxq_content,152,w5zxq_content,True,True
217,,,How a Recession Will Change the Cybersecurity Landscape,,,Existing Page,https://guardiandigital.com/resources/blog/how-a-recession-will-change-the-cybersecurity-landscape,,,,,,,How a Recession Will Change the Cybersecurity Landscape,Email Security Intelligence - How a Recession Will Change the Cybersecurity Landscape,How a Recession Will Change the Cybersecurity Landscape.,How a Recession Will Change the Cybersecurity Landscape,55,https://guardiandigital.com/resources/blog/how-a-recession-will-change-the-cybersecurity-landscape,How a Recession Will Change the Cybersecurity Landscape - Further research found that cybercriminal activity rose 40% in the two years following the peak during the recession in 2009. This article will discuss the potential impact as well as the importance of cybersecurity during a recession. How The Landscape Might Change Regardless of the economic...,"Get the most updated email security news today! Read our featured article, 'How a Recession Will Change the Cybersecurity Landscape.'",133,,,,,,,,,,,,219,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,how-a-recession-will-change-the-cybersecurity-landscape,index.php?option=com_content&view=article&id=335,index.php?option=com_content&view=article&id=335,335,w5zxq_content,335,w5zxq_content,True,True
218,,,How A Virus Sent An Email To All My Contacts,,,Existing Page,https://guardiandigital.com/resources/blog/how-a-virus-sent-an-email-to-all-my-contacts,,,,,,,How A Virus Sent An Email To All My Contacts,Email Security Intelligence - How A Virus Sent An Email To All My Contacts,How A Virus Sent An Email To All My Contacts - Guardian Digital.,How A Virus Sent An Email To All My Contacts,44,https://guardiandigital.com/resources/blog/how-a-virus-sent-an-email-to-all-my-contacts,"How A Virus Sent An Email To All My Contacts - For years cyber thieves have been using malware to hijack email accounts and use them to send messages to all of your contacts in your address book. Once hackers get their malware into your device by sending emails and manipulating you into opening an attachment, the malware installs itself on...","Get the most updated email security news from Guardian Digital! Read our featured article, 'How A Virus Sent An Email To All My Contacts.'",138,,,,,,,,,,,,220,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,how-a-virus-sent-an-email-to-all-my-contacts,index.php?option=com_content&view=article&id=278,index.php?option=com_content&view=article&id=278,278,w5zxq_content,278,w5zxq_content,True,True
219,,,How Cybercrime Gets Monetized,,,Existing Page,https://guardiandigital.com/resources/blog/how-cybercrime-gets-monetized,,,,,,,How Cybercrime Gets Monetized,Email Security Intelligence - How Cybercrime Gets Monetized,How Cybercrime Gets Monetized.,How Cybercrime Gets Monetized - Guardian Digital,48,https://guardiandigital.com/resources/blog/how-cybercrime-gets-monetized,"How Cybercrime Gets Monetized - As individuals and businesses have integrated their workflow with technology, the desire to obtain personal information and monetize stealing has become a business of its own. This has created the goal of cybersecurity; to protect and ensure the safety of an organization &#039;s data. Although...","As individuals & businesses have integrated their workflow with technology, the desire to obtain and monetize personal information has become a business. ",154,,,,,,,,,,,,221,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,how-cybercrime-gets-monetized,index.php?option=com_content&view=article&id=340,index.php?option=com_content&view=article&id=340,340,w5zxq_content,340,w5zxq_content,True,True
220,,,"SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud?",,,Existing Page,https://guardiandigital.com/resources/blog/how-do-spf-dmarc-dkim-secure-email-against-sender-fraud,,,,,,,"SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud?","Email Security Intelligence - SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud?","SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud?","SPF, DMARC, DKIM: Email Security Against Sender Fraud",53,https://guardiandigital.com/resources/blog/how-do-spf-dmarc-dkim-secure-email-against-sender-fraud,"SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud? - Avoiding this uncertainty is exactly what sender fraud protection through the implementation of SPF, DKIM and DMARC is designed to do. This article will explain how the SPF, DKIM and DMARC email authentication protocols help combat sender forgeries, and will explore how to secure the inbox...","Get the most updated email security today! Read our article, SPF, DKIM & DMARC: Definition & How They Secure Email Against Sender Fraud?",136,,,,,,,,,,,,222,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,how-do-spf-dmarc-dkim-secure-email-against-sender-fraud,index.php?option=com_content&view=article&id=154,index.php?option=com_content&view=article&id=154,154,w5zxq_content,154,w5zxq_content,True,True
